,title,final_price,list_price,bedrooms,bathrooms,sqft,parking,description,mls,type,full_link,full_address,lat,long,city_district
37,"2003 - 55 Regent Park Blvd, Toronto (C4792436) | Zoocasa",595000,"$595,000",1,1,600–699 sq. ft.,1,"Bright & Spacious 1 Bedroom + Den W. Unobstructed Breath-Taking South View! Laminate Floors, Floor To  Ceiling Windows, Amazing City & Lake View W Huge Balcony. Large Size Bedroom W/Walk-In Closet, Building Boasts 45,000 Sqft Of Amenities Space, Steps To Ttc & Downtown Toronto, Universities.",C4792436,Condo Apt,https://www.zoocasa.com/toronto-on-real-estate/6921368-2003-55-regent-park-blvd-toronto-on-m5a2b7-vow," 55 Regent Park Blvd, Toronto , Ontario, Canada",43.6594307,-79.361023,
38,"5101 - 42 Charles St E, Toronto (C4752614) | Zoocasa",1520000,"$1,589,999",2,2,1000–1199 sq. ft.,1,"Urban New York Lifestyle Penhouse In Casa 2. One Of The Kinds In Beautiful Lake& City View! Very Spacious 2 Bdrm, 2bthrm Southern East Corner Suite, .10 Ft.Ceiling, Luxury Unit With Over 400sq Ft Wrapped Around Balcony. High End Finished W/ Floor, Granite Countertop & Gaggenau Appliances. Most Desirable Location. Walk To Bloor& Yonge And U Of Toronto Campus, Subways, Yorkville, Rarely Offer Penthouse Unit. Move-In & Enjoy!",C4752614,Comm Element Condo,https://www.zoocasa.com/toronto-on-real-estate/6963745-5101-42-charles-st-e-toronto-on-m4y1t1-vow," 42 Charles St E, Toronto , Ontario, Canada",43.66930079999999,-79.38417079999999,
39,"46 Alcorn Ave, Toronto (C4806614) | Zoocasa",2615000,"$2,649,900",3,3,N/A sq. ft.,2,"Custom, Fully Renovated & Magazine Worthy. This Jennifer Worts Designed Home Will Take Your Breath Away With Its Clean Modern Lines, Contemporary Design & Meticulous Attention To Detail. Custom Altima Kitchen W/ Caesarstone Counters, High End Integrated Appliances & Oversized Island. Wide European Engineered Hardwood Floors, New Stairs W/ Seamless Glass & Custom Railings. Plus A Heated Driveway! 2nd Floor Family Room Can Easily Converted To 4th Bedroom.",C4806614,Att/Row/Twnhouse,https://www.zoocasa.com/toronto-on-real-estate/6957621-46-alcorn-ave-toronto-on-m4v1e4-vow,"46 Alcorn Ave, Toronto , Ontario, Canada",43.6818583,-79.3938684,
40,"144 Fourth St, Toronto (W4804963) | Zoocasa",760000,"$759,900",2,2,N/A sq. ft.,3,"Affordable +++ ! Attention First Time Buyers,  Empty Nester'S,  Investors, Renovators  Or Builders. Opportunity To Own This Cute Bungalow With Basement Apartment Potential. Located In The Heart Of New Toronto. Close To Mimico Village Shops, Restaurants, Schools & Water Front Trails. Updates Include Furnace 2008, Roof 2009, Some Windows 1991. Mutual Drive, 2 Car Parking And A Single Car Garage At Rear.",W4804963,Detached,https://www.zoocasa.com/toronto-on-real-estate/6952542-144-fourth-st-toronto-on-m8v2y7-vow,"144 Fourth St, Toronto , Ontario, Canada",43.6040158,-79.5029278,
41,"3907 - 5 St Joseph St, Toronto (C4804564) | Zoocasa",955000,"$899,000",2,2,700–799 sq. ft.,1,"Dramatic Views From The 39th Floor At 'Five Condos'.  Built In 2015 This Unit Offers A Split-Plan Design, Two Gorgeous Bathrooms And A Stunning Open-Concept Layout With Floor To Ceiling Windows.  The Kitchen Holds A Bi-Level Island With Corian Countertops, Integrated Miele Appliances, And 6.25"" Hardwood Flooring. Both Bedroom Sizes Hold Queen Bedroom Sets, Despite One Currently Being Occupied As A Home Office. There Is Excellent Storage Options.",C4804564,Condo Apt,https://www.zoocasa.com/toronto-on-real-estate/6952146-3907-5-st-joseph-st-toronto-on-m4y0b6-vow," 5 St Joseph St, Toronto , Ontario, Canada",43.6657528,-79.3855792,
42,"80 Glencairn Ave, Toronto (C4804304) | Zoocasa",2275000,"$2,195,000",4,4,2500–3000 sq. ft.,2,"A Very Special Family Home That Has Not Been Offered To The Market In 55 Years! A Cherished Home That Has Undergone Many Renovations And Offers 2950 Square Feet For A New Family To Enjoy. Tall Ceilings Throughout The Main Floor. A Large Cook'S Kitchen Overlooks The Main Floor Family Room With A Walk-Out To The Deep, Mature Rear Gardens. Main Floor Powder Rm. Charming Study Overlooks Glencairn.",C4804304,Detached,https://www.zoocasa.com/toronto-on-real-estate/6950434-80-glencairn-ave-toronto-on-m4r1m8-vow,"80 Glencairn Ave, Toronto , Ontario, Canada",43.7176865,-79.4051748,
43,"1504 - 15 Zorra St, Toronto (W4803120) | Zoocasa",695000,"$599,900",2,2,800–899 sq. ft.,1,"Stunning South East Corner Unit In Sought After Iq Park Towers, Built By Remington. Sun Filled 2 Bedroom + Den, 2 Bath Layout, With Parking & Locker. Fully Upgraded From Developer Along With Custom Designer Touches. Amenities Include: Fitness Centre, Infinity Pool, Party Room, Lounge, Games Room, Outdoor Rooftop With Bbq Area & 24hr Concierge. Steps Away From Public Transit, Cinema, Shopping & Dining. Easy Access To Gardiner And 427 Hwy.",W4803120,Condo Apt,https://www.zoocasa.com/toronto-on-real-estate/6948218-1504-15-zorra-st-toronto-on-m8z4z6-vow," 15 Zorra St, Toronto , Ontario, Canada",43.621354,-79.5210872,
44,"191 Wanless Ave, Toronto (C4802296) | Zoocasa",1840000,"$1,849,000",3,2,N/A sq. ft.,3,"Fabulous, Renovated 3+1 Bedroom Family Home On South Lot Of Wanless Avenue. Beautiful Curb Appeal Highlighting New Windows & Doors And Pretty Landscaped Gdns. Deceiving Lot Size W/ L Shape Private Drive Access From Ronan. The Renovated Kitchen Connects To A Main Flr Family Rm With Garden Views. Master Bedroom With Large Dressing Room & Access To Perfectly Renovated 4-Piece Bath W/ Heated Flrs. Second Bdrm W/ W/I Closet & Built-In Desk. Steps To Wanless Park!",C4802296,Detached,https://www.zoocasa.com/toronto-on-real-estate/6945768-191-wanless-ave-toronto-on-m4n1w4-vow,"191 Wanless Ave, Toronto , Ontario, Canada",43.7279614,-79.3946555,
45,"817 - 35 Ormskirk Ave, Toronto (W4797613) | Zoocasa",677000,"$679,000",2,2,1200–1399 sq. ft.,1,"Large & Luxurious 2+1bdrm Located In The Sought After South Kingsway Area. Bright & Spacious 2-Storey Condo Feels Like A Townhome. Modern Kitchen S/S Appliances W/Large Centre Island. Open Concept Living/Dining Rm. Large Windows Throughout. Outstanding Ravine View. Fantastic Amenities- Indoor Pool, Sauna, Tennis Courts, Gym, Games Rm, Visitor Parking. Surrounded By Numerous Parks & Biking Trails & Steps From Lake, Humber River, High Park, Bloor West Village.",W4797613,Condo Apt,https://www.zoocasa.com/toronto-on-real-estate/6934449-817-35-ormskirk-ave-toronto-on-m6s1a8-vow," 35 Ormskirk Ave, Toronto , Ontario, Canada",43.639021,-79.474695,
46,"249 Burbank Dr, Toronto (C4796653) | Zoocasa",2930000,"$2,988,000",4,5,3500–5000 sq. ft.,8,"Rare Bayview Village R-A-V-I-N-E Property W/Premium 70' Frontage. One-Of-A-Kind Custom Home Surrounded By Canopy Of Mature Trees & Pro Landscaping. Spacious Multi-Level Executive Home Features Nanny Suite, 2 Balconies W/Panaramic Ravine Views, Billiards Rm & Bar W/Walk-Out To Patio W/Breathtaking Private Ravine View & Trickling Pond. Steps To Ttc, Bayview Village Shops.Sought After Schools - Elkhorn, Bayview & Earl Haig. Meticulously Maintained & Much Loved.",C4796653,Detached,https://www.zoocasa.com/toronto-on-real-estate/6931942-249-burbank-dr-toronto-on-m2k2s4-vow,"249 Burbank Dr, Toronto , Ontario, Canada",43.783162,-79.3902694,
47,"40 Yonge Blvd, Toronto (C4793545) | Zoocasa",1725000,"$1,750,000",4,2,2500–3000 sq. ft.,4,"Rarely Available Purpose-Built Duplex With Private Double Drive And Double Car Garage Situated In The Heart Of One Of The City'S Premier Neighbourhoods, Steps To Shops, Restaurants And Tcc On Yonge. Great Potential To Develop, Expand Or Convert.",C4793545,Duplex,https://www.zoocasa.com/toronto-on-real-estate/6923192-40-yonge-blvd-toronto-on-m5m3g5-vow,"40 Yonge Blvd, Toronto , Ontario, Canada",43.7349608,-79.4069822,
48,"202 - 3 Rowntree Rd, Toronto (W4791279) | Zoocasa",484000,"$479,900",2,2,1200–1399 sq. ft.,2,"Wow! Many Upgrades In This Bright & Spacious 1297 Sq.Ft. Corner Unit With Approx. 312 Sq.Ft. Large Wrap Around Balcony. This Unit Has Unique & Favorable Split Br Floor Plan With Laminate Flooring Throughout, Stainless Steel Appliances, Newer S/S Sink, Backsplash & More. This Unit Is Vacant  & Ready For Immediate Occupancy. Excellent Building, Close To Shopping, Schools, Churches, Hiking & Biking Trails, Short Walk To Bus Stop, Min. To Maj Hwys.",W4791279,Condo Apt,https://www.zoocasa.com/toronto-on-real-estate/6918085-202-3-rowntree-rd-toronto-on-m9v5g8-vow," 3 Rowntree Rd, Toronto , Ontario, Canada",43.7505345,-79.5814686,
49,"805 - 2150 Lawrence Ave, Toronto (E4790947) | Zoocasa",545000,"$565,800",2,2,700–799 sq. ft.,1,"Stunning 2 Bdrm, 2 Bth Condo Located In Desirable Area With A View That Will Take Your Breath Away. Bright And Spacious With Open Concept Living/Dinning Great For Entertaining. This Modern Unit Is Full Of Upgrades, Hardwood Floors Throughout, Granite Counter Top, Luxury Glass Shower In Master And Custom Blinds. Amenities Include, Gym, Billiard Room And Swimming Pool, 24/Hr Concierge. Easily Accessible To Highway, Shops, Restaurants And Transit. Must See!",E4790947,Condo Apt,https://www.zoocasa.com/toronto-on-real-estate/6917474-805-2150-lawrence-ave-e-toronto-on-m1r3a7-vow," 2150 Lawrence Ave, Toronto , Ontario, Canada",43.747907,-79.2862505,
50,"96 Cheltenham Ave, Toronto (C4788983) | Zoocasa",7100000,"$7,500,000",5,6,N/A sq. ft.,6,"The Jewel Of Lawrence Park! Spectacular Double Corner Lot (16,500 Sq Ft) Private,Tranquil Manicured Grounds. Renovated With Quality Complemented By  Sarah Richardson Decor.  Sun Filled Spacious Well Proportioned Rooms Throughout The 7500 Square Feet.  Multiple French Doors Flow To Garden With Room For A Pool And A Sports Court. Work From Home Main Floor And Second Floor Offices. A Home For Generations To Enjoy In A Highly Coveted Residential Community.",C4788983,Detached,https://www.zoocasa.com/toronto-on-real-estate/6912280-96-cheltenham-ave-toronto-on-m4n1p9-vow,"96 Cheltenham Ave, Toronto , Ontario, Canada",43.7258454,-79.3896506,
51,"305 Runnymede Rd, Toronto (W4787574) | Zoocasa",1855000,"$1,948,000",4,5,2500–3000 sq. ft.,2,"Stunning Gutted & Rebuilt In 2014,Over 3700Sqft Of Lux.Open Concept 9.5'Ceil.,Hwd Fl,Pot Lghts,4 Bdrms & 5 Baths.Cust.Kit.W/Granite Counter & Centre Island,St/St Appl.& Pot Lghts.Grand Fam.Rm W/10Ft Vaulted Ceil.,Frpl,W/O Deck & Fab.Yrd.Huge Mast.W/Spa Ensu.,Gl.Shower,Brand New Vanity,Soaker & W/W Cl.Fin.Bsmt W/8Ft Ceil.,Hwd Fl,Pot Lghts,Rec.Rm/Gym,Bath,Laund.& Nanny Suite.Wide Dr.& Gar.For 2 Cars.Steps To Trendy Bloor St.,Subway.Runnymede Ps Just Steps Away!",W4787574,Detached,https://www.zoocasa.com/toronto-on-real-estate/6909556-305-runnymede-rd-toronto-on-m6s2y5-vow,"305 Runnymede Rd, Toronto , Ontario, Canada",43.6531811,-79.47682619999999,
52,"5a Carluke Cres, Toronto (C4785698) | Zoocasa",4250000,"$4,590,000",5,8,N/A sq. ft.,6,"Builders Own Home! Cust.Designed W/No Detail O/Looked! Superb Pie Shaped Lot In Most Desirable St. Andrews Enclave. Prime 50Ft Frontage & Over 7,500 Sf Of Liv Spc. Classic Stn Elevation+Cedar Rf! Exquisite Transitional Fin. Distinguished Peter Higgins Arch W/Carey Mudford Int. Elev. 11Ft Ceils.On Main. State Of The Art Home Auto Tech. Gourm.Eat-In Kit Open To Fam.Rm W/Multi Walk Out To Terr, C/Isld, Servery.Lux Mstr Retreat W/ 11Pc Ensw/O Balc, F/P & Boudoir.",C4785698,Detached,https://www.zoocasa.com/toronto-on-real-estate/6904569-5-carluke-cres-toronto-on-m2l2h7-vow,"5a Carluke Cres, Toronto , Ontario, Canada",43.7601198,-79.3903515,
53,"26 Stagecoach Circ, Toronto (E4774774) | Zoocasa",754000,"$759,900",3,3,N/A sq. ft.,4,"Rarely Offered Freehold Town Home In Sought After Highland Creek. This End Unit Is Immaculate & Spacious, The Home Shines Throughout Featuring Gleaming Hardwood. Over Sized Eat-In Kitchen With Walk Out Balcony. Three Bedrooms Plus Two More Bedrooms On Ground Floor. Three Full Baths. Large Master Bedroom Comes Equipped With 5 Piece En-Suite & W/I Closet. Quick Access To 401 And Minutes To Go Station, U Of T, Toronto Zoo And More.",E4774774,Att/Row/Twnhouse,https://www.zoocasa.com/toronto-on-real-estate/6875905-26-stagecoach-cir-toronto-on-m1c0a1-vow,"26 Stagecoach Cir, Toronto , Ontario, Canada",43.7891141,-79.1606054,
54,"2013 - 17 Barberry Pl W, Toronto (C4770450) | Zoocasa",513000,"$519,500",1,1,500–599 sq. ft.,1,"Newly Renovated, 1 Bdr/Bath Condo In High Demand Building In Beautiful Bayview Village. Directly Across From Bayview Village Mall. 1 Min Walk To Ttc Subway And 1 Min From 401 And Go Train. Spectacular Unobstructed West Facing View, Enclosed Balcony, All New Light Fixtures, Washer & Dryer. Kitchen W/ Upgrades: Granite Counter-Tops. Visitor Parking And Bike Storage, Indoor Gym, Pool, Sauna, Library, Party Room, Guest Suites, Meeting Room, And 24 Hr Concierge.",C4770450,Condo Apt,https://www.zoocasa.com/toronto-on-real-estate/6864094-2013-17-barberry-pl-toronto-on-m2k-vow," 17 Barberry Pl W, Toronto , Ontario, Canada",43.7651861,-79.3847188,
55,"26 Louisa St, Toronto (W4802688) | Zoocasa",1369900,"$1,369,900",3,4,2000–2500 sq. ft.,3,"Geez Louisa! Watch Virtual Tour!! This Is A Ton Of House! Built In 1999, Over 2400 Sf Of Living Space, 3+1 Beds, 4 Washrooms, 2 Fireplaces, Modern Layout, High Ceilings Even In Basement, Garage, Parking For 3 Cars, An Incredible Backyard - All Just A Stone'S Throw To The Lake In Prime Mimico By The Lake Location. Walk To Mimico Go, Shops And Restaurants. Some Of The Best Value Seen In Mimico In Ages. This Home Makes You Say, ""Geez Louisa! We Gotta Move!"". Rsa",W4802688,Detached,https://www.zoocasa.com/toronto-on-real-estate/6946447-26-louisa-st-toronto-on-m8v2k6-vow,"26 Louisa St, Toronto , Ontario, Canada",43.6191535,-79.48770669999999,
56,"242 Robert St, Toronto (C4802512) | Zoocasa",2157000,"$1,998,000",3,4,N/A sq. ft.,2,"Meticulous Design-Driven Restoration In Harbord Village. Carefully Re-Imagined By Palmerston Design And Mazen Studio, This Victorian Re-Build Combines Fabulous Character Features With Contemporary Finishes & Feel. Grand Main Floor With 9.5 Foot Ceilings, Plaster Crown Mouldings, 2Pc Powder Rm, And A Gorgeous Kitchen W/ 9Ft Island.  Sight Lines To Rear Wall Of Glass And Large Urban Garden Setting.  Second Floor Landing Stretches To Roofline W/ 16 Ft Ceilings.",C4802512,Semi-Detached,https://www.zoocasa.com/toronto-on-real-estate/6946316-242-robert-st-toronto-on-m5s2k7-vow,"242 Robert St, Toronto , Ontario, Canada",43.663957,-79.404524,
57,"201 - 90 Sherbourne St, Toronto (C4797843) | Zoocasa",1125000,"$998,888",2,2,1000–1199 sq. ft.,1,"Own A Piece Of Toronto History! This Stunning True Loft Is Carved From A Century Old Optical Factory. Immaculate Space W Expansive 1,156 Sqft Open Concept Corner Unit For Tons Of Light Throughout. Lofty Finishes Include Authentic Red Brick, Douglas Fir Wood Beams, 100+ Yr Imported Egyptian Bdrm Door, Original Hardwood Flooring. New 2nd Bath&Hvac. New Appliances, Upgraded Storage & 11 Ft Ceilings! Sellers Can Reinstall Door & Restore To 2bed. Currently 1+Den.",C4797843,Condo Apt,https://www.zoocasa.com/toronto-on-real-estate/6934435-201-90-sherbourne-st-toronto-on-m5a2r1-vow," 90 Sherbourne St, Toronto , Ontario, Canada",43.6528527,-79.3692322,
58,"2504 - 55 Centre Ave, Toronto (C4796980) | Zoocasa",515100,"$429,888",1,1,500–599 sq. ft.,1,"Dream Downtown Location! This Bright Beautiful Spacious Unit Boasts Appx 600 Sq. Ft. Of Sun-Filled Living Space! Premium Dt Parking Included. Steps To Major Hospitals, St. Patrick Stn, Eaton'S Centre, U Of T, Ryerson, Financial District, Restaurants, Art Galleries, Nathan Phillip'S Square, Etc! Perfect For First Time Buyers, Working Professionals & Investors. Large Master Bdrm Combined With Den! Floor-To-Ceiling Windows! Enjoy Everything Toronto Has To Offer!",C4796980,Condo Apt,https://www.zoocasa.com/toronto-on-real-estate/6932434-2504-55-centre-ave-toronto-on-m5g2h5-vow," 55 Centre Ave, Toronto , Ontario, Canada",43.6545873,-79.38665569999999,
59,"3207 - 628 Fleet St, Toronto (C4794965) | Zoocasa",895000,"$999,000",2,2,900–999 sq. ft.,1,"Wow! Waterfront'S Much Lauded And Rarely Available West Harbour City Does Not Disappoint And Neither Does This Super Chill, Sexy Condo!! Large 980sf 2 Bed, 2 Bath W/Parking & Locker - Just Move In And Enjoy! High Ceilings And Lake Views From Every Room! Spacious Kitchen Awesome For Entertaining! Hardwood Floors Throughout! Each Bedroom Has Its Own Private Balcony! Downtown Living Without The Crowds! Steps To The Lake!",C4794965,Condo Apt,https://www.zoocasa.com/toronto-on-real-estate/6927116-3207-628-fleet-st-toronto-on-m5v1a8-vow," 628 Fleet St, Toronto , Ontario, Canada",43.6361646,-79.40330039999999,
60,"1709 - 5 Northtown Way, Toronto (C4792372) | Zoocasa",615000,"$595,900",1,2,800–899 sq. ft.,1,"Luxury Tridel Triomphe Building.Over 800 Sqft, This Unit Boasts Exceptional Value. Open Concept & Spacious Layout. Steps To Subway. Underground Access To 24 Hr. Metro Grocery Store. Large Size Den With Closet Can Be Used As Second Bedroom. Kitchen With Center  Island. 2 Full Bathrooms. Superb Amenities Includes: Bowling, Tennis, Gym, Indoor Pool, Sauna, Ping Pong, Library, Guest Room, Party Room, Billiard, Virtual Golf , Game Room, Rooftop Garden, Bbq Area.",C4792372,Condo Apt,https://www.zoocasa.com/toronto-on-real-estate/6921284-1709-5-northtown-way-toronto-on-m2n7l4-vow," 5 Northtown Way, Toronto , Ontario, Canada",43.7748598,-79.4135222,
61,"152 Mcnicoll Ave, Toronto (C4721109) | Zoocasa",1120000,"$1,299,999",4,4,N/A sq. ft.,6,"For More Info Click Multimedia - This Is A 4+1bed 4 Bath Home In A Great Location Awaiting Your Finishing Touches. Amazing Income Opportunity, Or It Could Be A Beautiful Executive Home. Separate Entrance To Basement, Large Lot, And House Is In Good Condition But Needs Your Tlc. - For More Info Click Multimedia",C4721109,Detached,https://www.zoocasa.com/toronto-on-real-estate/6742810-152-mcnicoll-ave-toronto-on-m2h2b9-vow,"152 Mcnicoll Ave, Toronto , Ontario, Canada",43.7994603,-79.358766,
62,"4 Winchfield Pl, Toronto (C4697537) | Zoocasa",3750000,"$3,880,000",5,7,N/A sq. ft.,6,"Great Property Steps To Bridle Path Area, Edwards Gardens, Granite Club, Crescent And Tfs! Cannot Be Missed! Over 4200 Square Feet Of Perfection Built By Barbini And Featured In Builder/Architect Magazine. Open Concept, Chefs Kitchen And Family Room Over Look Beautifully Landscaped Gardens! 5 + 1 Bedrooms  Basement Includes Huge Rec Room With Wet Bar And Built In Shelves, Exercise Room, Nanny Suite And More. 3 Gas Fireplaces.",C4697537,Detached,https://www.zoocasa.com/toronto-on-real-estate/6687747-4-winchfield-pl-toronto-on-m3b1l3-vow,"4 Winchfield Pl, Toronto , Ontario, Canada",43.7424774,-79.36276980000001,
63,"110 Bayview Rdge, Toronto (C4676701) | Zoocasa",3980000,"$4,480,000",4,7,N/A sq. ft.,6,"Step Into One Of The Most Modern Estates In The Prestigious Bridle Path Community. Regal 2-Storey New Build Filled With Top-Tier Finishes With No Expense Spared: Potlights, Recessed Lighting, B/I Speakers & Majestic Millwork Throughout. Elevator & Heated Marble Floors Throughout Main Floor. Massive Living & Dining Rms. Kitchen W/ Brkfst Area, Large Centre Island, Custom- Built Cabinetry For Top-Of-The-Line Appliances. Adjacent Family Rm W/ Fireplace.",C4676701,Detached,https://www.zoocasa.com/toronto-on-real-estate/6639612-110-bayview-ridge-toronto-on-m2l1e7-vow,"110 Bayview Rdge, Toronto , Ontario, Canada",43.7424654,-79.3835539,
